date,open price,high price,low price,close,wap,no.of shares,no. of trades,total turnover (rs.),deliverable quantity,% deli. qty to traded qty,spread high-low,spread close-open
23-February-2015,2673.9,2719.9,2671.55,2695.05,2700.94251156515,62256,10329,168149877.0,17349.0,27.87,48.35,21.15
20-February-2015,2680.1,2694.95,2643.85,2674.85,2670.887778940028,57360,7793,153202123.0,16728.0,29.16,51.1,-5.25
19-February-2015,2648.0,2685.0,2635.0,2679.7,2660.0784323520966,80069,10705,212989820.0,25060.0,31.3,50.0,31.7
18-February-2015,2587.0,2640.0,2565.55,2633.9,2602.159198897653,126276,12362,328590255.0,49235.0,38.99,74.45,46.9
16-February-2015,2550.0,2593.45,2550.0,2585.25,2577.1789510448803,85895,10849,221366786.0,31248.0,36.38,43.45,35.25
13-February-2015,2470.0,2546.75,2461.75,2538.65,2512.739402356096,104410,13897,262355121.0,34785.0,33.32,85.0,68.65
12-February-2015,2479.0,2479.0,2448.0,2462.8,2462.4005051084837,43555,9615,107249854.0,15837.0,36.36,31.0,-16.2
11-February-2015,2460.0,2487.6,2448.0,2460.15,2468.9779829672793,55775,10725,137707247.0,17272.0,30.97,39.6,0.15
10-February-2015,2505.0,2524.2,2436.0,2442.95,2471.6698322587445,151841,18371,375300819.0,68694.0,45.24,88.2,-62.05
9-February-2015,2575.0,2575.0,2501.0,2515.15,2532.2343843054823,57090,6706,144565261.0,18628.0,32.63,74.0,-59.85
6-February-2015,2552.0,2592.0,2551.9,2576.0,2578.8452874085,70492,10083,181787962.0,20751.0,29.44,40.1,24.0
5-February-2015,2515.0,2590.0,2515.0,2551.9,2572.781870177894,231486,13579,595562984.0,145349.0,62.79,75.0,36.9
4-February-2015,2565.0,2569.65,2503.45,2514.0,2521.8638088720213,48219,8618,121601751.0,15341.0,31.82,66.2,-51.0
3-February-2015,2501.0,2560.0,2501.0,2554.8,2536.436408539597,91105,9055,231082039.0,28073.0,30.81,59.0,53.8
2-February-2015,2482.1,2520.0,2464.5,2512.8,2499.9019391889237,50846,6365,127110014.0,11125.0,21.88,55.5,30.7
30-January-2015,2545.0,2574.95,2470.15,2481.0,2500.6680926419676,150774,28596,377035731.0,59750.0,39.63,104.8,-64.0
29-January-2015,2535.0,2558.4,2512.1,2541.35,2527.7809300300923,52837,5456,133560361.0,22340.0,42.28,46.3,6.35
28-January-2015,2503.0,2543.05,2501.35,2534.7,2528.4727207089704,85871,8643,217122481.0,39884.0,46.45,41.7,31.7
27-January-2015,2519.9,2519.9,2490.1,2502.8,2501.7710760269774,52192,6186,130572436.0,31702.0,60.74,29.8,-17.1
23-January-2015,2505.0,2530.0,2495.1,2501.7,2507.412749127837,57902,7390,145184213.0,21380.0,36.92,34.9,-3.3
22-January-2015,2511.9,2520.8,2495.0,2512.75,2508.395667357852,54978,7811,137906577.0,22640.0,41.18,25.8,0.85
21-January-2015,2516.0,2519.0,2490.1,2511.35,2507.087418273539,60262,8242,151082102.0,17482.0,29.01,28.9,-4.65
20-January-2015,2526.9,2529.65,2483.25,2499.55,2498.1001975538834,90102,8370,225083824.0,43542.0,48.33,46.4,-27.35
19-January-2015,2531.9,2552.7,2502.9,2509.75,2516.78737407084,46951,5977,118165684.0,13326.0,28.38,49.8,-22.15
16-January-2015,2540.0,2545.0,2484.0,2531.9,2512.4662722601997,183736,19674,461630503.0,35040.0,19.07,61.0,-8.1
15-January-2015,2521.95,2583.5,2521.95,2545.0,2538.020364964965,948639,17164,2407665101.0,833699.0,87.88,61.55,23.05
14-January-2015,2503.55,2530.8,2503.0,2518.15,2516.332984802432,41125,5398,103484194.0,8134.0,19.78,27.8,14.6
13-January-2015,2515.3,2530.0,2480.25,2498.3,2508.2446994789134,47401,9097,118893307.0,15750.0,33.23,49.75,-17.0
12-January-2015,2520.0,2529.0,2480.85,2512.05,2499.059139535244,64593,8315,161421727.0,25612.0,39.65,48.15,-7.95
9-January-2015,2450.0,2518.0,2450.0,2512.2,2491.040931545519,96356,13024,240026740.0,32332.0,33.55,68.0,62.2
8-January-2015,2445.0,2450.0,2423.05,2443.85,2436.431948614648,52622,6962,128209922.0,23569.0,44.79,26.95,-1.15
7-January-2015,2460.5,2479.0,2407.4,2416.8,2426.0526682894197,140502,9614,340865252.0,89487.0,63.69,71.6,-43.7
6-January-2015,2527.0,2527.0,2440.05,2446.55,2469.6480451357806,88267,14486,217988424.0,35843.0,40.61,86.95,-80.45
5-January-2015,2593.0,2599.05,2527.0,2537.9,2561.18355605333,65179,8523,166935383.0,17856.0,27.4,72.05,-55.1
2-January-2015,2547.25,2589.0,2547.25,2570.85,2569.277150470856,88562,5697,227540323.0,69280.0,78.23,41.75,23.6
1-January-2015,2554.35,2563.5,2542.0,2548.2,2548.91273531413,17636,3142,44952625.0,5729.0,32.48,21.5,-6.15
